name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories,raw_modalities,types
Beta Fitness Zone,ChIJtzlDgl0DLxgRN7XUCqtEKrA,"Roimen Ngong, Kiserian, Kenya",Ngong,-1.4050233,36.6877594,,https://maps.google.com/?cid=12694034001108972855,5,(3),hiit-bootcamp,hiit,establishment; gym; health; point_of_interest
Sarit,ChIJN3bea2sXLxgRz8xc7QJBVUE,"Sarit Centre, Lower Kabete Rd, Nairobi, Kenya",,-1.2611605,36.80197769999999,http://www.sarityourcity.com/,https://maps.google.com/?cid=4707740466313743567,4.5,(20923),hiit-bootcamp; trampoline,hiit; trampoline,establishment; point_of_interest; shopping_mall
AFROFIT | Kisumu (KIS),ChIJHUcVYvKlKhgRw11OGbah3no,"Jomo Kenyatta Hwy, Kisumu, Kenya",,-0.0983274,34.7624705,https://afrofit.life/,https://maps.google.com/?cid=8853691720937659843,4.8,(102),hiit-bootcamp; strength-training,hiit; weightlifting,establishment; gym; health; point_of_interest
The shield dance crew,ChIJQVF_l4sZLxgRvJkdQcXGT1Q,"Social Hall, Nairobi, Kenya",,-1.2711928,36.7394386,https://theshielddancecrew.mystrikingly.com/,https://maps.google.com/?cid=6075292972849404348,,,dance,hip-hop-dance,establishment; point_of_interest
MOTION - Indoor Cycling Studio,ChIJGdYShdFpXz4R4RvFSLrwlVU,"Anantara Downtown Dubai, Business Tower - Floor 18, Office 04 - الخليج التجاري - دبي - United Arab Emirates",,25.1856126,55.2640864,https://www.motion-cycling.ae/,https://maps.google.com/?cid=6167099947629222881,4.9,(612),cycling,indoor-cycling,cafe; establishment; food; gym; health; point_of_interest
Iyengar Yoga 91,ChIJC2AqgQ1u5kcR7wYixPM3hR4,"91 Rue du Faubourg Saint-Martin, 75010 Paris, France",,48.8731717,2.3577463,,https://maps.google.com/?cid=2199225513147500271,5,(13),yoga,iyengar-yoga,establishment; gym; health; point_of_interest
Iyengar Yoga Institute of New York,ChIJbXM2SbtZwokRN9eZosKW2fw,"150 W 22nd St 2nd Fl, New York, NY 10011, USA",,40.7429222,-73.99536069999999,http://www.iyengarnyc.org/,https://maps.google.com/?cid=18219759530199865143,4.8,(121),yoga,iyengar-yoga,establishment; gym; health; point_of_interest
Iyengar Yoga Centre of Hong Kong,ChIJJT6oSHwABDQR2yvCRIAD7z4,"19 Floor, 22-26 Bonham Strand, Sheung Wan, Hong Kong",,22.2854945,114.1521344,https://iyengaryogahongkong.com/,https://maps.google.com/?cid=4534847199229651931,5,(18),yoga,iyengar-yoga,establishment; gym; health; point_of_interest
Samaki Samaki Seafood and Jazz,ChIJE7Tw6lYbLxgRk4BAGKIKwtk,"28 Othaya Rd, Nairobi, Kenya",,-1.2852674,36.7755817,,https://maps.google.com/?cid=15691115743020089491,4.3,(980),dance,jazz-dance,establishment; food; point_of_interest; restaurant
Sarabi Rooftop,ChIJdfO2JGsXLxgRAze3-82sgPE,"Sankara Nairobi, 05 Woodvale Grv, Nairobi, Kenya",,-1.2621976,36.8025034,https://sankara.com/dining/sarabi-rooftop-bar/,https://maps.google.com/?cid=17402098960850958083,4.4,(455),dance,jazz-dance,bar; establishment; food; point_of_interest; restaurant
Dancing Spoon Restaurant,ChIJwc9OrNcQLxgRoUSCoceoOuM,"Nairobi Central Mama Ngina St 20th Century Bldg, Starehe, Kenya",,-1.2857181,36.8227121,https://www.dancingspoon.co.ke/,https://maps.google.com/?cid=16373584970620486817,4.2,(49),dance,jazz-dance,establishment; food; point_of_interest; restaurant
Nairobi International Jazz Festival,ChIJZ--4GsobLxgRGaP61yOb684,"00200 Kirichwa Rd, Nairobi, Kenya",,-1.2942147,36.7817814,,https://maps.google.com/?cid=14910181569589846809,4,(1),dance,jazz-dance,establishment; point_of_interest
The Venue Bar and Bistro,ChIJbS2WGBcbLxgR6Ly7SN_MvsY,"Karen, Nairobi, Kenya",Karen,-1.3237056,36.7081375,https://thevenue.ke/,https://maps.google.com/?cid=14321109124454792424,4.5,(906),dance,jazz-dance,bar; establishment; food; night_club; point_of_interest; restaurant
Nairobi Street Kitchen,ChIJt1Jlq00XLxgR_EqbyJNNUdE,"1870 Mpaka Rd, Nairobi, Kenya",,-1.2655732,36.8042136,http://www.nairobistreetkitchen.com/,https://maps.google.com/?cid=15082921924161653500,4.5,(3101),dance,jazz-dance; latin-dance; salsa-dance,establishment; food; point_of_interest; restaurant
Nairobi Jiu-Jitsu Academy,ChIJ6SqJLyIXLxgR2dNp0xMEXQg,"2nd Floor, New Muthaiga Shopping Mall Thigiri Ridge Rd, Nairobi, Kenya",Muthaiga,-1.2364208,36.7930201,http://nairobijiujitsuacademy.com/,https://maps.google.com/?cid=602642408335332313,5,(31),martial-arts,jiu-jitsu; karate; kickboxing; krav-maga; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; health; point_of_interest
jiujitsu kenya,ChIJgYJOWAoXLxgRScRVAUv6TYU,"30 Muthithi Rd, Nairobi, Kenya",,-1.2656833,36.8068469,http://www.jiujitsukenya.com/,https://maps.google.com/?cid=9605608780303025225,5,(2),martial-arts,jiu-jitsu; karate; kickboxing; krav-maga; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; gym; health; point_of_interest
Jiujitsu,ChIJp_6V5XYRLxgRUfRfupTYR6w,"Kindaruma Rd, Nairobi, Kenya",,-1.2977955,36.791215,,https://maps.google.com/?cid=12414129031163671633,,,martial-arts,jiu-jitsu,establishment; gym; health; point_of_interest
Jivamukti Yoga Paris,ChIJmznuq3tv5kcR9AzsKSE8PHk,"92 Quai de Jemmapes, 75010 Paris, France",,48.87300399999999,2.3646092,http://jivamuktiyoga.fr/,https://maps.google.com/?cid=8735923490326842612,4.8,(222),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Jivamukti Yoga Collective- New York,ChIJ7fHZCDxZwokRnTDansGPWZo,"102 Eldridge St #2B, New York, NY 10002, USA",,40.7179107,-73.99196549999999,https://jivamuktiyoganyc.com/,https://maps.google.com/?cid=11122078816524710045,5,(94),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Jivamukti Yoga Lisbon,ChIJ96nQ__PLHg0RU4rJHRrxlMo,"Calçada da Boa Hora 182B, 1300-378 Lisboa, Portugal",,38.7028141,-9.193371500000001,https://jivamuktiyogalisbon.com/,https://maps.google.com/?cid=14597557386685811283,5,(19),yoga,jivamukti-yoga,establishment; point_of_interest
Jivamukti Yoga Cambridge School,ChIJXUy2dUpx2EcRea6zRSwmvWw,"1 Hawthorn Way, Cambridge CB4 1AT, UK",,52.216091,0.1323981,https://jivamukticambridge.co.uk/,https://maps.google.com/?cid=7835460898284351097,5,(5),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Jivamukti,ChIJS3soE_CipBIRsqD2jKZZQ8o,"Rda. de Sant Pere, 19, 3-5, Eixample, 08010 Barcelona, Spain",,41.389693,2.1739234,http://jivamuktiyogabarcelona.com/,https://maps.google.com/?cid=14574591390965473458,4.8,(95),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Jivamukti Yoga Madrid,ChIJUeWFfa0pQg0R2XTU7-_TuCU,"C. del Monte Esquinza, 28, Chamberí, 28010 Madrid, Spain",,40.4291983,-3.6917822,https://www.jivamuktiyogamadrid.com/,https://maps.google.com/?cid=2718155402592416985,4.9,(35),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Jivamukti Yoga School,ChIJMdpeR7JPqEcRDy9dbTSb4mg,"Glogauer Str. 19, 10999 Berlin, Germany",,52.4919362,13.4363605,http://www.peaceyoga.de/,https://maps.google.com/?cid=7557773774156541711,4.8,(351),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
Dr. Seema Sharma,ChIJVdLs7fwXLxgRdKxS9PAqrto,"Pattni Brotherhood Hall, Fourth Parklands Ave, Nairobi, Kenya",Parklands,-1.2568323,36.8166363,https://www.facebook.com/profile.php?id=100003826332180,https://maps.google.com/?cid=15757579360595520628,5,(12),yoga,jivamukti-yoga; prenatal-yoga; yoga,establishment; gym; health; point_of_interest
Tigoni Wellness Center - YOGA & SAUNA,ChIJSTvleQAnLxgRQ0O9KF3qiKM,"Limuru Town., Kenya",,-1.1258125,36.6801875,https://manimungai.com/yoga/,https://maps.google.com/?cid=11783926110851253059,4.9,(26),yoga,jivamukti-yoga; restorative-yoga,establishment; health; point_of_interest
Brahma Kumaris Raja Yoga Centre,ChIJydZB4RQXLxgR82ZqyV2NOxY,"01 Maua Close, off Parklands Rd, Nairobi, Kenya",Parklands,-1.2624176,36.80493939999999,http://africa.brahmakumaris.org/,https://maps.google.com/?cid=1602029526411011827,4.8,(57),yoga,jivamukti-yoga; kundalini-yoga; power-yoga; yoga-nidra; yoga,establishment; health; point_of_interest
Yoga by Gopiji Ram,ChIJtc1NkroXLxgRVhctXrPkAAY,"Mwanzi Rd, Nairobi, Kenya",,-1.2560928,36.8016057,https://www.linkedin.com/in/gopiji-ram-6985a079,https://maps.google.com/?cid=432597023257859926,5,(1),yoga,jivamukti-yoga; yoga,establishment; point_of_interest
Moksha Yoga Studio,ChIJ6fCmqCkXLxgRVZ3iPFOk8EM,"PRPF+2GP, Limuru Rd, Nairobi, Kenya",,-1.2649229,36.8238387,,https://maps.google.com/?cid=4895593472362454357,,,yoga,jivamukti-yoga; yoga,establishment; gym; health; point_of_interest
Yoga fitness center,ChIJxZm4yFMbLxgRKrPcFprQe9o,"Bloomfield apartment, Muringa Rd, Nairobi, Kenya",,-1.2959778,36.7778135,https://www.healingclinictherapycentre.com/,https://maps.google.com/?cid=15743406282630804266,,,yoga,jivamukti-yoga; yoga,establishment; point_of_interest
DIANI YOGA BARN,ChIJP-cpjtRPQBgRbS6c9u1kClk,"Close to Forest Dream Resort, Diani Beach, Kenya",,-4.3304409,39.5619592,http://www.dianiyogabarn.co.ke/,https://maps.google.com/?cid=6416051592350150253,4.7,(37),yoga,jivamukti-yoga,establishment; point_of_interest
Jaoko great body wellness,ChIJV1nBs3gbLxgR1axStADfJoI,"Kabiria, off kabiria road, Nairobi, Kenya",,-1.341776,36.724308,,https://maps.google.com/?cid=9378428468163947733,5,(5),yoga,jivamukti-yoga,establishment; point_of_interest
Whistle Yoga,ChIJ5aWB0MwbLxgRNXvjLIo5bU8,"MQPH+RXJ, Nairobi, Kenya",,-1.3129092,36.7798963,,https://maps.google.com/?cid=5723293967079144245,,,yoga,jivamukti-yoga,establishment; point_of_interest
Yogue Body & Mind,ChIJK6x07BQTQBgRvHyJeObNtQU,"9th Floor, Sea View, Opposite Jumeirah Beachfront, First Tower Nyandarua Rd, Mombasa, Kenya",,-4.0397911,39.7132606,https://www.getyogue.com/,https://maps.google.com/?cid=411461330722716860,5,(3),yoga,jivamukti-yoga,establishment; gym; health; point_of_interest
ZeroByZawadi,ChIJ3S_fYy0WLxgRaA0zeQ8c_eY,"New, No. 80, Cedar Cl, Nairobi, Kenya",,-1.2250027,36.8266204,http://zerobyzawadi.love/,https://maps.google.com/?cid=16644490650614697320,5,(3),yoga,jivamukti-yoga,establishment; health; point_of_interest
Shakti,ChIJT_NnPp4XLxgRP8fnVSCZlNU,"PRQ6+96X, Nairobi, Kenya",,-1.2615035,36.8106242,,https://maps.google.com/?cid=15390094190791083839,1,(1),yoga,jivamukti-yoga,establishment; point_of_interest
Pro-Action Martial Arts and Fitness Academy,ChIJ5SvKjuwdLxgRYWc9Njz5a94,"Kerarapon Drive, Natare Gardens, Kenya",,-1.3290495,36.6719227,http://martialartskenya.blogspot.com/,https://maps.google.com/?cid=16027177735931389793,5,(1),martial-arts,karate; kickboxing; krav-maga; martial-arts; muay-thai; taekwondo,establishment; health; point_of_interest
Dragon Kai martial arts,ChIJzYBIi4gXLxgRdZyZkHFH0Ps,"Nairobi, Kenya",,-1.2920659,36.8219462,,https://maps.google.com/?cid=18145081451758591093,5,(1),martial-arts,karate; martial-arts; mixed-martial-arts; taekwondo,establishment; health; point_of_interest
Makueni Karate and Fitness Club,ChIJH1KssoARLxgR5SIL9fciK4w,"26-9300, Nairobi, Kenya",,-1.2841,36.8155,,https://maps.google.com/?cid=10100205037671883493,5,(1),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
TAE TIGERS KENYA TAEKWONDO YONSUWON,ChIJDdz3Rk4bLxgRVkp3lXc4ekM,"PQ46+HW9, Mbaazi Rd, Nairobi, Kenya",,-1.2936705,36.7623729,,https://maps.google.com/?cid=4862260833959758422,5,(4),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
Muthara Mixed Martial Arts And self defense school,ChIJlQ2BhqJHLxgRBf-6exZAN50,"Ruiru ballerz park, Kimbo, Ruiru, Kenya",,-1.1357562,36.9702284,,https://maps.google.com/?cid=11328593852983082757,4.5,(2),martial-arts,karate; krav-maga; martial-arts; mixed-martial-arts; taekwondo,establishment; health; point_of_interest
Shiketi Studio,ChIJB_7AyxAXLxgRWZS7KrD_Fyg,"WESTLANDS, PILIPILI WAY, OFF Rhapta Road, Nairobi, Kenya",Westlands,-1.2648498,36.7843533,,https://maps.google.com/?cid=2889058818077725785,4.5,(2),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
martial heart academy,ChIJHQuXjMo_LxgRXYXamaDFHjo,"Kahawa W Station Rd, Nairobi, Kenya",Kahawa,-1.1857305,36.9029416,,https://maps.google.com/?cid=4188001997067814237,,,martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
Body Engineer Fitness & Karate Club,ChIJKyL_YQAVLxgRN-3g6e9SJtw,"PWPW+57R, Nairobi, Kenya",,-1.2645093,36.9456386,,https://maps.google.com/?cid=15863457927833644343,5,(3),martial-arts,karate; martial-arts,establishment; gym; health; point_of_interest
TOP CROWN MARTIAL ARTS ACADEMY TAEKWONDO ITF,ChIJORBWNrgDLxgRXIDyzXV-YVE,"Ngong, Kenya",Ngong,-1.3639354,36.6650569,,https://maps.google.com/?cid=5864107234244591708,4.6,(13),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
Ryukyu Kempo Renmei,ChIJ8TVqgZ4RLxgRW7N07JB79fw,"Athi, River Rd, Nairobi, Kenya",,-1.2814962,36.8231147,,https://maps.google.com/?cid=18227610929224528731,,,martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
Karate without Limits,ChIJKXFAUPkRLxgRF-wqU1zGlfo,"Kerarapon 26thDrive, Ngong, Kenya",Ngong,-1.3235538,36.6673049,,https://maps.google.com/?cid=18056556380846484503,,,martial-arts,karate; martial-arts,establishment; point_of_interest
Tae Kwon Do Gym,ChIJ7fcRjPoVLxgR8KPrrrl_ri0,"QVGH+V4R, Nairobi, Kenya",,-1.2227531,36.8777668,,https://maps.google.com/?cid=3291708813134767088,4,(22),martial-arts,karate; martial-arts; taekwondo,establishment; gym; health; point_of_interest
Jackbaretter,ChIJM1yTGtcRLxgROQK52uZUJYk,"BLACK SUN muthurwa Kanairo KE, Nairobi, Kenya",,-1.2879296,36.8349375,,https://maps.google.com/?cid=9882398307823190585,5,(3),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest; store
Kenya International Taekwon-Do Federation.,ChIJk_GftkITLxgRFzc6iLlCvAo,"Jogoo Rd, Nairobi, Kenya",,-1.2970869,36.8752334,,https://maps.google.com/?cid=773566600622782231,5,(3),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
Tae Tigers Kenya Taekwondo Hub,ChIJf1ZjM0oRLxgRtBWd886SGhk,"Along James Gichuru Gitanga road Junction, PR5C+5QG, Nairobi, Kenya",,-1.2920659,36.8219462,,https://maps.google.com/?cid=1808919617890751924,4.5,(2),martial-arts; mind-body,karate; martial-arts; taekwondo; tai-chi,establishment; health; point_of_interest
G-Span Taekwondo Club,ChIJqZbnc5oTLxgR62AZRcMyr3M,"PW62+F8R, Nairobi, Kenya",,-1.2887732,36.9007675,,https://maps.google.com/?cid=8335937249545380075,5,(4),martial-arts,karate; martial-arts; taekwondo,establishment; gym; health; point_of_interest
Eagles School of Martial Arts & Talents,ChIJWd08RwAVLxgR1FQteot2xOE,"PWVJ+475, Nairobi, Kenya",,-1.2571938,36.9306885,,https://maps.google.com/?cid=16268258095391397076,1,(1),martial-arts,karate; martial-arts; taekwondo,establishment; health; point_of_interest
